ID,Name,Concepticon_ID,Concepticon_Gloss,Number
1_sky,sky,1732,SKY,1
2_sun,sun,1343,SUN,2
3_moon,moon,1313,MOON,3
4_star,star,1430,STAR,4
5_cloud,cloud,1489,CLOUD,5
6_mist,mist,249,FOG,6
7_rain,rain,658,RAIN (PRECIPITATION),7
8_rainbow,rainbow,1733,RAINBOW,8
9_lightning,lightning,1654,LIGHTNING,9
10_thunder,thunder,1150,THUNDER,10
11_shadow,shadow,1388,SHADE,11
12_night,night,1233,NIGHT,12
13_day,day,1225,DAY (NOT NIGHT),13
14_morning,morning,1339,MORNING,14
15_noon,noon,12,MIDDAY,15
16_yesterday,yesterday,1174,YESTERDAY,16
17_tomorrow,tomorrow,1329,TOMORROW,17
18_year,year,1226,YEAR,18
19_east,east,1877,EAST,19
20_west,west,1817,WEST,20
21_north,north,1598,NORTH,21
22_south,south,1595,SOUTH,22
23_water,water,948,WATER,23
24_river,river,666,RIVER,24
25_sea,sea,1474,SEA,25
26_earthorsoil,earth or soil,1228,EARTH (SOIL),26
27_mud,mud,640,MUD,27
28_dust,dust,2,DUST,28
29_stone,stone,857,STONE,29
30_sand,sand,671,SAND,30
31_limebetel,lime (betel),,,31
32_gold,gold,1369,GOLD,32
33_silver,silver,759,SILVER,33
34_iron,iron,621,IRON,34
35_mountain,mountain,639,MOUNTAIN,35
36_cave,cave,1155,CAVE,36
37_forest,forest,420,FOREST,37
38_tree,tree,906,TREE,38
39_branch,branch,1531,BRANCH,39
40_bark,bark,1204,BARK,40
41_thorn,thorn,124,THORN,41
42_root,root,670,ROOT,42
43_leaf,leaf,628,LEAF,43
44_flower,flower,239,FLOWER,44
45_fruit,fruit,1507,FRUIT,45
46_seed,seed,714,SEED,46
47_grass,grass,606,GRASS,47
48_bamboo,bamboo,1927,BAMBOO,48
49_bambooshoot,bamboo shoot,2494,BAMBOO SHOOT,49
50_mushroom,mushroom,641,MUSHROOM,50
51_rattan,rattan,2497,RATTAN,51
52_kapok,kapok,2499,KAPOK TREE,52
53_sugarcane,sugar cane,146,SUGAR CANE,53
54_betelnut,betel nut,217,BETELNUT,54
55_opium,opium,2498,OPIUM,55
56_liquor,liquor,842,LIQUOR,56
57_banana,banana,868,BANANA,57
58_papaya,papaya,2445,PAPAYA,58
61_coconut,coconut,970,COCONUT,61
62_eggplant,eggplant,1146,AUBERGINE,62
63_peanut,peanut,595,GROUNDNUT (PEANUT),63
64_ginger,ginger,2500,GINGER,64
65_garlic,garlic,2368,GARLIC,65
66_redpepper,red pepper,919,CHILI PEPPER,66
67_corn,corn,506,MAIZE,67
68_paddyrice,paddy rice,2026,RICE PLANT,68
69_cookedrice,cooked rice,1191,COOKED RICE,69
70_ricehusk,rice husk,2501,RICE HUSK,70
71_salt,salt,1274,SALT,71
72_animal,animal,619,ANIMAL,72
73_tiger,tiger,846,TIGER,73
74_bear,bear,1820,BEAR,74
75_deer,deer,1936,DEER,75
76_monkey,monkey,1350,MONKEY,76
77_gibbon,gibbon,2511,GIBBON,77
79_porcupine,porcupine,2510,PORCUPINE,79
80_rat,rat,1490,RAT,80
81_dog,dog,2009,DOG,81
82_bark,bark,1206,BARKING,82
83_bite,bite,1403,BITE,83
85_pig,pig,1337,PIG,85
86_cow,cow,1007,COW,86
87_milk,milk,635,MILK,87
88_buffalo,buffalo,934,BUFFALO,88
89_buffalohorn,buffalo horn,1393,HORN (ANATOMY),89
90_tail,tail,1220,TAIL,90
91_elephant,elephant,1290,ELEPHANT,91
92_elephanttusk,elephant tusk,2495,ELEPHANT TUSK,92
93_bird,bird,937,BIRD,93
94_birdnest,bird nest,3549,BIRD NEST,94
95_wing,wing,1257,WING,95
96_feather,feather,1201,FEATHER,96
97_fly,fly,1441,FLY (MOVE THROUGH AIR),97
98_egg,egg,744,EGG,98
99_chicken,chicken,1318,CHICKEN,99
100_duck,duck,1360,DUCK,100
101_fish,fish,227,FISH,101
102_snake,snake,730,SNAKE,102
103_houselizard,house lizard,632,LIZARD,103
105_crocodile,crocodile,1857,CROCODILE,105
106_frog,frog,503,FROG,106
107_insect,insect,620,INSECT,107
108_spider,spider,843,SPIDER,108
109_spiderweb,spider web,1065,SPIDER WEB,109
110_louse,louse,1392,LOUSE,110
111_termite,termite,883,TERMITE,111
112_cockroach,cockroach,1575,COCKROACH,112
113_snail,snail,1543,SNAIL,113
114_mosquito,mosquito,1509,MOSQUITO,114
115_bee,bee,665,BEE,115
116_flyinsect,fly (insect),1504,FLY (INSECT),116
117_butterfly,butterfly,1791,BUTTERFLY,117
118_scorpion,scorpion,1538,SCORPION,118
119_head,head,1256,HEAD,119
120_face,face,1560,FACE,120
121_brain,brain,1583,BRAIN,121
122_hair,hair,1040,HAIR,122
123_forehead,forehead,123,FOREHEAD,123
124_eyebrow,eyebrow,1173,EYEBROW,124
125_eye,eye,1248,EYE,125
126_eyelid,eyelid,17,EYELID,126
127_nose,nose,1221,NOSE,127
128_cheek,cheek,1730,CHEEK,128
129_ear,ear,1247,EAR,129
130_mouth,mouth,674,MOUTH,130
131_tongue,tongue,1205,TONGUE,131
132_saliva,saliva,1503,SALIVA,132
133_tooth,tooth,1380,TOOTH,133
134_gums,gums,139,GUMS,134
135_chin,chin,1510,CHIN,135
136_beard,beard,678,BEARD,136
137_shavebeard,shave (beard),231,SHAVE,137
138_back,back,1291,BACK,138
139_abdomen,abdomen,1251,BELLY,139
140_navel,navel,1838,NAVEL,140
141_heart,heart,1223,HEART,141
142_lungs,lungs,688,LUNG,142
143_liver,liver,1224,LIVER,143
144_intestines,intestines,1991,INTESTINES,144
145_hand,hand,1277,HAND,145
146_elbow,elbow,981,ELBOW,146
147_armpit,armpit,1886,ARMPIT,147
149_finger,finger,1303,FINGER,149
150_nail,nail,1896,FINGERNAIL OR TOENAIL,150
151_buttocks,buttocks,834,BUTTOCKS,151
153_thigh,thigh,471,UPPER LEG (THIGH),153
154_knee,knee,1371,KNEE,154
155_calf,calf,1989,CALF,155
156_shin,shin,186,SHIN,156
157_foot,foot,1301,FOOT,157
158_heel,heel,980,HEEL,158
159_bone,bone,1394,BONE,159
160_rib,rib,801,RIB,160
161_flesh,flesh,2259,FLESH,161
162_fat,fat,323,FAT (ORGANIC SUBSTANCE),162
163_skin,skin,763,SKIN,163
164_blood,blood,946,BLOOD,164
165_sweat,sweat,2458,PERSPIRE OR SWEAT,165
166_pus,pus,1808,PUS,166
167_excrement,excrement,675,FAECES (EXCREMENT),167
168_urine,urine,1142,URINE,168
169_man,man,1554,MAN,169
170_woman,woman,962,WOMAN,170
171_person,person,683,PERSON,171
172_father,father,1217,FATHER,172
173_mother,mother,1216,MOTHER,173
174_child,child,2099,CHILD,174
175_soninlaw,son-in-law,1056,SON-IN-LAW,175
176_husband,husband,1200,HUSBAND,176
177_wife,wife,1199,WIFE,177
178_widow,widow,1756,WIDOW,178
179_eldersibling,elder sibling,405,OLDER SIBLING,179
180_youngersibling,younger sibling,427,YOUNGER SIBLING,180
181_friend,friend,1325,FRIEND,181
182_name,name,1405,NAME,182
183_village,village,930,VILLAGE,183
184_roadorpath,road or path,667,ROAD,184
185_boat,boat,1844,BOAT,185
186_house,house,1252,HOUSE,186
187_door,door,1567,DOOR,187
188_window,window,1375,WINDOW,188
189_roof,roof,769,ROOF,189
190_spaceunderhouse,space under house,2632,AREA UNDER HOUSE,190
191_wallofhouse,wall of house,933,WALL (OF HOUSE),191
192_mat,mat,195,MAT,192
193_pillow,pillow,1044,PILLOW,193
194_blanket,blanket,806,BLANKET,194
195_clothing,clothing,1895,CLOTHES,195
196_weavecloth,weave (cloth),133,WEAVE,196
197_dyecloth,dye (cloth),157,DYE,197
198_sarong,sarong,1965,LOINCLOTH,198
199_trousers,trousers,809,TROUSERS,199
200_sew,sew,1457,SEW,200
201_needle,needle,1382,NEEDLE (FOR SEWING),201
202_comb,comb,1475,COMB,202
203_ring,ring,1374,RING,203
205_cookingpot,cooking pot,3653,COOKING POT,205
206_ladle,ladle,2657,LADLE,206
207_mortar,mortar,224,MORTAR,207
208_pestle,pestle,225,PESTLE,208
209_spoon,spoon,1378,SPOON,209
210_plate,plate,480,PLATE,210
211_firewood,firewood,10,FIREWOOD,211
212_fire,fire,221,FIRE,212
213_ashes,ashes,646,ASH,213
214_smoke,smoke,778,SMOKE (EXHAUST),214
215_candle,candle,1273,CANDLE,215
217_gong,gong,2502,GONG,217
218_crossbow,crossbow,3193,CROSSBOW,218
219_arrow,arrow,977,ARROW,219
220_spear,spear,945,SPEAR,220
221_knife,knife,1352,KNIFE,221
222_hear,hear,1408,HEAR,222
223_smell,smell,2124,SMELL,223
224_see,see,1409,SEE,224
225_wink,wink,1655,BLINK,225
226_weep,weep,1839,CRY,226
227_eat,eat,1336,EAT,227
228_swallow,swallow,897,SWALLOW,228
229_hungry,hungry,1533,BE HUNGRY,229
230_fullorsatisfied,full or satisfied,1429,FULL,230
231_thirsty,thirsty,847,THIRSTY,231
232_drink,drink,1401,DRINK,232
233_drunk,drunk,1463,DRUNK,233
234_vomit,vomit,1278,VOMIT,234
235_spit,spit,1440,SPIT,235
236_cough,cough,879,COUGH,236
237_sneeze,sneeze,1621,SNEEZE,237
238_yawn,yawn,1028,YAWN,238
239_breathe,breathe,1407,BREATHE,239
240_whistle,whistle,1025,WHISTLE,240
241_suck,suck,1421,SUCK,241
242_lick,lick,319,LICK,242
244_laugh,laugh,1355,LAUGH,244
245_speak,speak,1623,SPEAK,245
246_tell,tell,1711,TELL,246
247_shout,shout,715,SHOUT,247
248_answer,answer,1275,ANSWER,248
249_lieorfib,lie or fib,601,LIE (MISLEAD),249
250_sing,sing,1261,SING,250
251_think,think,2271,THINK,251
252_know,know,1410,KNOW (SOMETHING),252
253_forget,forget,1523,FORGET,253
254_choose,choose,1750,CHOOSE,254
255_love,love,923,LOVE,255
256_hate,hate,1607,HATE,256
257_wait,wait,1590,WAIT (FOR),257
258_count,count,1420,COUNT,258
259_afraid,afraid,1419,FEAR (BE AFRAID),259
260_angry,angry,1826,ANGRY,260
261_sleep,sleep,1585,SLEEP,261
262_snore,snore,1983,SNORE,262
263_dream,dream,1920,DREAM (SOMETHING),263
264_painful,painful,1129,PAINFUL,264
265_medicine,medicine,1372,MEDICINE,265
266_itch,itch,3855,ITCH (CAUSE ITCHING OR FEEL ITCHY),266
267_scratch,scratch,1436,SCRATCH,267
268_shiver,shiver,52,SHIVER,268
269_die,die,1494,DIE,269
270_ghost,ghost,1175,GHOST,270
271_sit,sit,1416,SIT,271
272_stand,stand,1442,STAND,272
273_kneel,kneel,66,KNEEL,273
274_walk,walk,1443,WALK,274
275_crawl,crawl,96,CRAWL,275
276_come,come,1446,COME,276
277_enter,enter,749,ENTER,277
278_return,return,581,COME BACK,278
279_push,push,1452,PUSH,279
280_pull,pull,1455,PULL,280
281_kick,kick,1135,KICK,281
282_throw,throw,1456,THROW,282
283_fall,fall,1280,FALL,283
284_swim,swim,1439,SWIM,284
285_float,float,1574,FLOAT,285
286_sink,sink,1088,SINK (DESCEND),286
287_flow,flow,2003,FLOW,287
288_give,give,1447,GIVE,288
289_tie,tie,1917,TIE,289
290_wipe,wipe,1454,WIPE,290
291_ruborscrub,rub or scrub,1449,RUB,291
292_wash,wash,1453,WASH,292
294_bathe,bathe,138,BATHE,294
295_hit,hit,1433,HIT,295
296_split,split,1437,SPLIT,296
297_cuthair,cut (hair),2155,CUT (WITH SCISSORS),297
298_stab,stab,1434,STAB,298
299_grind,grind,1033,GRIND,299
300_plant,plant,653,PLANT (VEGETATION),300
301_dig,dig,1418,DIG,301
302_burnedacorpse,burned (a corpse),1719,BURY,302
303_winnowrice,winnow (rice),2462,WINNOWING,303
304_todry,to dry,1398,DRY,304
305_poundrice,pound (rice),3768,POUND (FOOD),305
306_cookrice,cook (rice),1100,COOK (SOMETHING),306
307_boil,boil,2493,BOIL,307
308_burn,burn,2102,BURN,308
309_extinguish,extinguish,127,EXTINGUISH,309
310_work,work,1086,WORK (ACTIVITY),310
311_play,play,1413,PLAY,311
312_dance,dance,1879,DANCE,312
313_shoot,shoot,1172,SHOOT,313
314_hunt,hunt,1435,HUNT,314
315_kill,kill,1417,KILL,315
316_fight,fight,1423,FIGHT,316
317_but,but,3843,BUT,317
318_sell,sell,1571,SELL,318
319_exchange,exchange,2509,EXCHANGE,319
320_pay,pay,718,PAY,320
321_steal,steal,713,STEAL,321
322_oneperson,one (person),1493,ONE,322
323_twopeople,two (people),1498,TWO,323
324_threepeople,three (people),492,THREE,324
325_fourpeople,four (people),1500,FOUR,325
326_fivepeople,five (people),493,FIVE,326
327_sixpeople,six (people),1703,SIX,327
328_sevenpeople,seven (people),1704,SEVEN,328
329_eightpeople,eight (people),1705,EIGHT,329
330_ninepeople,nine (people),1483,NINE,330
331_tenpeople,ten (people),1515,TEN,331
332_hundredpeople,hundred (people),1634,HUNDRED,332
333_thousandpeople,thousand (people),1843,THOUSAND,333
334_manypeople,many (people),1198,MANY,334
335_all,all,98,ALL,335
336_some,some,1241,SOME,336
337_few,few,1242,FEW,337
338_half,half,816,HALF,338
339_big,big,1202,BIG,339
340_small,small,1246,SMALL,340
341_long,long,1203,LONG,341
342_shortlength,short (length),1645,SHORT,342
343_tall,tall,711,TALL,343
344_shortheight,short (height),2191,LOW (HEIGHT),344
345_thick,thick,1244,THICK,345
346_thin,thin,2308,THIN,346
347_fat,fat,1279,FAT (OBESE),347
348_skinny,skinny,1400,THIN (SLIM),348
349_wideorbroad,wide or broad,1243,WIDE,349
350_narrow,narrow,1267,NARROW,350
351_deep,deep,1593,DEEP,351
352_shallow,shallow,193,SHALLOW,352
353_round,round,1395,ROUND,353
354_full,full,1429,FULL,354
355_rightside,right side,1019,RIGHT,355
356_leftside,left side,244,LEFT,356
357_straight,straight,1404,STRAIGHT,357
358_far,far,1406,FAR,358
359_near,near,1942,NEAR,359
360_this,this,1214,THIS,360
361_that,that,78,THAT,361
362_black,black,163,BLACK,362
363_white,white,1335,WHITE,363
364_red,red,156,RED,364
365_green,green,1425,GREEN,365
366_yellow,yellow,1424,YELLOW,366
367_dirty,dirty,1230,DIRTY,367
368_new,new,1231,NEW,368
369_old,old,1229,OLD,369
370_dark,dark,706,DARK,370
371_bright,bright,679,BRIGHT,371
372_same,same,200,SAME,372
373_different,different,2504,DIFFERENT,373
374_sweet,sweet,717,SWEET,374
375_sour,sour,1906,SOUR,375
376_bitter,bitter,887,BITTER,376
377_spicy,spicy,544,SPICY,377
378_rotten,rotten,1728,ROTTEN,378
379_swell,swell,1573,SWELL,379
380_dry,dry,1398,DRY,380
381_wet,wet,1726,WET,381
382_hot,hot,1286,HOT,382
383_cold,cold,1287,COLD,383
384_sharp,sharp,1396,SHARP,384
385_blunt,blunt,379,BLUNT,385
386_heavy,heavy,1210,HEAVY,386
387_hard,hard,1884,HARD,387
388_smooth,smooth,1234,SMOOTH,388
389_fast,fast,1631,FAST,389
390_slow,slow,701,SLOW,390
391_strong,strong,785,STRONG,391
392_weak,weak,1601,WEAK,392
393_tired,tired,1757,TIRED,393
394_blind,blind,1653,BLIND,394
396_bald,bald,1125,BALD,396
397_naked,naked,590,NAKED,397
399_good,good,1035,GOOD,398
402_when,when?,1238,WHEN,402
403_where,where?,1237,WHERE,403
404_who,who?,1235,WHO,404
405_what,what?,1236,WHAT,405
406_howmany,how many?,822,HOW MANY,406
